course_id,title,credit,ects,theoritical_credit,practical_credit,course_year
"ISS 405","Selected Topics in Islamic Theology",2,3,2,0,4
"ISS 406","Applied Munazara Techniques",2,2,2,0,4
"ISS 407","Islamic Etheical and Political Thought",3,4,3,0,4
"ISS 408","Turkish Islamic Literature",2,3,2,0,4
"ISS 409","Tasawwuf I",2,2,2,0,4
"ISS 410","History of Tasavvuf",3,5,3,0,4
"ISS 411","History of Religion: Major Faith Traditions",3,5,2,1,4
"ISS 412","History of Religion: Christianity and Contemporary Religious Movements",3,5,2,1,4
"ISS 413","Contemporary Muslim Societies and Islamic World",3,4,2,2,4
"ISS 414","Modern Islamic Thought",2,3,2,0,4
"ISS 415","Psychology of Religion",2,3,2,0,4
"ISS 416","Philolosphy of Religion",2,3,2,0,4
"ISS 417","Preaching and Vocational Internship",1,2,0,2,4
"ISS 418","Graduation Project",2,3,1,3,4
"ISS 419","Religious Education",1,2,2,0,4
"ISS 441","Introduction to the Bible",3,5,3,0,4
"ISS 442","Spiritual Counseling and Guidance",3,5,3,0,4
"ISS 451","Classic Logic",2,3,2,0,4
"ISS 452","Relation between Seerah and Hadith",2,3,2,0,4
"ISS 453","Issues in Contemporary Tafseer",2,3,2,0,4
"ISS 454","Orientalism and Hadith",2,3,2,0,4
"ISS 455","Jurisprudencial Hadiths",2,3,2,0,4
"ISS 456","Modern Approaches to Sunnah",2,3,2,0,4
"ISS 457","Current Fiqh Problems/Issues in Fıqh I",2,3,2,0,4
"ISS 458","Comperative Islamic Jurisprudance",2,3,2,0,4
"ISS 459","Contemporary Issues in Kalam",2,3,2,0,4
"ISS 460","Current Fiqh Problems/Issues II",2,3,2,0,4
"ISS 461","Classic texts of Tasawwuf",2,3,2,0,4
"ISS 462","Texts of Ottoamns Sufi Thinking",2,3,2,0,4
"ISS 463","Islamic Calligraprhy",2,3,2,0,4
"ISS 464","Philosophy of Tasawwuf",2,3,2,0,4
"ISS 465","Persian Langauge",2,3,2,0,4
"ISS 466","Issues in Current Tasawwuf",2,3,2,0,4
"ISS 467","Malay Language",2,3,2,0,4
"ISS 468","Religion and Social Sciences",2,3,2,0,4
"ISS 469","Islamic History of Sciences",2,3,2,0,4
"ISS 470","Intorduction to Judaism",2,3,2,0,4
"ISS 471","History of Islamic Economy",2,3,2,0,4
"ISS 473","Hristiyanlığa Giriş",2,3,2,0,4
"ISS 474","Urdu Language",2,3,2,0,4
"ISS 475","Political Ideas and Institutions in Islamic Civilization",2,3,2,0,4
"ISS 476","Classics of Islamic History",2,3,2,0,4
"ISS 478","Problematic Issues in Hadith",2,3,2,0,4
"ISS 481","Selected Topics in Systematic Theology",2,4,2,0,4
"ISS 482","H: en-Nazariyyatu'I-Kevniyye: Mutun Muhtara",3,4,3,0,4
"ISS 483","History of Religion: Major Faith Traditions",3,5,2,1,4
"ISS 484","History of Religion: Christianity and Contemporary Religious Trends",3,5,2,1,4
"ISS 485","A classic textbook in Usul al-Fqih by Molla Husrev",2,3,2,0,4
"ISS 486","Philosophy of Religion",2,3,2,0,4
"ISS 487","A classic book of Fiqh by Muhammad al-Shaibani",3,4,3,0,4
"ISS 488",H:el-Muvatta,3,4,3,0,4
"ISS 489","Selected Readings in Islamic Political Thought",2,3,2,0,4
"ISS 490","Readings on Tefsir bi'd-Diraye (Qur’anic Exegesis)",5,4,3,0,4
"ITM 200","Internship I",0,5,0,0,2
"ITM 300","Internship II",0,5,0,0,3
"ITM 301","International Economics",3,5,3,0,3
"ITM 302","Global Entrepreneurship",3,5,3,0,3
"ITM 303","Innovation Management",3,5,3,0,3
"ITM 304","International Transport and Logistics",3,5,3,0,3
"ITM 306","Import and Export Management",3,5,3,0,3
"ITM 308","International Trade Operations",3,5,3,0,3
"ITM 310","Supply Chain Management",3,5,3,0,3
"ITM 312","International Finance",3,5,3,0,3
"ITM 401","International Business Management",4,7,3,2,4
"ITM 403","International Marketing",3,5,3,0,4
"ITM 405","Business Consulting Models",3,5,3,0,4
"ITM 406","Global Business Strategy",4,8,3,2,4
"ITM 411","Cross Cultural Management",3,5,3,0,4
"ITM 412","Management of Multinational Corporations",3,5,3,0,4
"ITM 413","International Business Comm.",3,5,3,0,4
"ITM 414","International Human Resource Management",3,5,3,0,4
"ITM 415","E-Business and Trade",3,5,3,0,4
"ITM 416","Special Topics in International Trade",3,5,3,0,4
"ITM 417","Brand Management",3,5,3,0,4
"ITM 418","History of Trade",3,5,3,0,4
"ITM 420","Special Topics in International Marketing",3,5,3,0,4
"ITM 422","Managerial Decision Making",3,5,3,0,4
"ITM 429","Digital Marketing in Business",3,5,3,0,4
"ITM 430","Digital and Social Media Marketing",3,5,3,0,4
"ITM 431","Special Topics in Marketing Management I",3,5,3,0,4
"ITM 432","Special Topics in Marketing Management II",3,5,3,0,4
"ITM 440","Foreign Trade Financing",3,5,3,0,4
"ITM 441","Special Topics in International Finance",3,5,3,0,4
"ITM 442","Special Topics in International Accounting",3,5,3,0,4
"ITM 450","International Economic and Trade Organizations",3,5,3,0,4
"ITM 451","International Econonomic Law",3,5,3,0,4
"ITM 452","International Political Economy",3,5,3,0,4
"ITM 453","Turkish Foreign Trade and Investment Policy",3,5,3,0,4
"ITM 454","Region Studies in International Trade",3,5,3,0,4
"ITM 455","Customs and Applications",3,5,3,0,4
"ITM 456","Customs and Applications II",3,5,3,0,4
"ITP 101",Mathematıcs,2,3,2,0,1
"ITP 102",Strength,3,5,3,0,1
"ITP 103",Physıcs,2,3,2,0,1
"ITP 104","Building Statics",3,5,3,0,1
"ITP 105","Mechanics And Statics",2,4,1,2,1
"ITP 106","Concrete Technology",2,5,1,2,1
"ITP 107","Materials Science And Building Materials",2,4,2,0,1
"ITP 108","Professional Drawing",3,6,2,2,1
"ITP 109","Construction Technology",2,4,2,0,1
"ITP 111","Technical Drawing",2,5,1,2,1
"ITP 200",Staj,0,8,0,0,2
"ITP 201","Steel Structures",3,5,3,0,2
"ITP 202","Construction Quantity Survey And Cost",3,6,3,0,2
"ITP 203","Reinforced Concrete",3,5,3,0,2
"ITP 204","Highway Construction",3,6,3,0,2
"ITP 205","Soil Mechanics",3,5,3,0,2
"ITP 206","System Analysis",3,7,2,2,2
"ITP 207","Land Surveys",2,4,1,2,2
"ITP 208","Project Survey And Application",2,4,1,2,2
"ITP 209","Computer-Aided Design",2,4,1,2,2
"ITP 211","Water Supply And Delivery",2,4,2,0,2
"ITP 212","Construction Site Organization",2,4,2,0,2
"KIM 101","Life Sciences I - Chemistry",3,5,3,0,1
"LAT 101",Latin,3,5,3,0,1
"LAT 102","Latin II",3,5,3,0,1
"LAW 203","International Law I",2,4,2,0,2
"LAW 204","International Law II",2,4,2,0,2
"LAW 209","Sociology of Law",2,4,2,0,2
"LAW 210","Philosophy of Law",2,4,2,0,2
"LAW 213","Introduction to European Union Law",2,3,2,0,2
"LAW 220","International Protection Of Human Rights",2,3,2,0,2
"LAW 222","International Humanitarian Law",2,3,2,0,2
"LAW 231","Introduction to Law",3,5,3,0,2
"LAW 232","Business Law",3,5,3,0,2
"LAW 315","Environmental Law",2,3,2,0,3
"LAW 316","Law of Torts and Contract",2,3,2,0,3
"LAW 317",Criminology,2,3,2,0,3
"LAW 318","International Investment Law",2,3,2,0,3
"LAW 319","Introduction to Common Law",2,3,2,0,3
"LAW 321","International Commercial Law",2,3,2,0,3
"LAW 322","Banking Law",2,3,2,0,3
"LAW 326","International Sales and Arbitration Law",2,3,2,0,3
"LAW 327","The Rights of the Child in International Law",2,3,2,0,3
"LAW 411","International Private Law I",3,5,2,2,4
"LAW 412","International Private Law II",3,5,2,2,4
"LAW 415","Competition Law",2,3,2,0,4
"LAW 416","International Arbitration",2,3,2,0,4
"LAW 421","Law of Stock-Exchange",2,3,2,0,4
"LAW 423","Legal Writing",2,3,2,0,4
"LAW 424","Communications Law",2,3,2,0,4
"LAW 425","Democracy and Law",2,3,2,0,4
"LAW 426","Law and Ethics",2,3,2,0,4
"LAW 427","International Trade Law",2,3,2,0,4
"LAW 429","Intellectual Property Law",2,3,2,0,4
"LIFE 101","Life Sciences I - Chemistry",3,5,3,0,1
"LIFE 102","Life Sciences II - Biology",3,5,3,0,1
"LING 201","Ottoman Turkish I",4,6,4,0,2
"LING 202","Ottoman Turkish II",4,6,4,0,2
"LING 203","Turkish Linguistics",4,5,4,0,2
"LING 204","Historical Linguistics of Turkish",3,4,3,0,2
"LING 411","Turkish Phonology",3,6,3,0,4
"LING 412","Turkish Morphology",3,6,3,0,4
"LING 413","Turkish Syntax",3,6,3,0,4
"LING 414","Discourse Analysis",3,6,3,0,4
"LING 415","Linguistic Methodology",3,6,3,0,4
"LING 416","Textual Linguistics",3,6,3,0,4
"LING 417",Dialectology,3,6,3,0,4
"LING 418","English Turkish Contrastive Analysis",3,6,3,0,4
"LING 431","Ottoman Paleography",3,6,3,0,4
"LING 432","Ottoman Diplomatica",3,6,3,0,4
"LING 433",Translation,3,6,3,0,4
"LING 434","Translation Studies",3,6,3,0,4
"LIT 201","Origins of Modern Literatures",3,5,3,0,2
"LIT 202","Modernities and Literatures",3,5,3,0,2
"LIT 203","Classical Islamic Literatures I: Major Themes and Sources",3,5,3,0,2
"LIT 204","Classical Islamic Literatures II: Major Literary Spaces, Main Actors and Genres",3,5,3,0,2
"LIT 205","Literary and Linguistic Research Methods",2,4,2,0,2
"LIT 206","Edebiyat ve İnsan Bilimleri",3,5,3,0,2
"LIT 301","Modern Turkish Literature in the Ottoman Period",3,5,3,0,3
"LIT 302","Modern Turkish Literature in the Republican Peirod",3,5,3,0,3
"LIT 303","Classical Turkish Literature: Main Concepts",3,5,3,0,3
"LIT 304","History of Classical Turkish Literature",3,5,3,0,3
"LIT 305","Origins of Literary Theory and Criticism",3,5,3,0,3
"LIT 306","Modern Literary Theory and Criticism",3,5,3,0,3
"LIT 401","Literature and Folklore",3,6,3,0,4
"LIT 404","Graduation Project",3,7,1,4,4
"LIT 406","Literature and Humanities",3,6,3,0,4
"LIT 411","Ottoman Novel and Modernity",3,6,3,0,4
"LIT 412","Republican Novel and Modernity",3,6,3,0,4
"LIT 413","Modern Poetry",3,6,3,0,4
"LIT 414","Drama and Representation",3,6,3,0,4
"LIT 415","Modern Short Story",3,6,3,0,4
"LIT 416","Criticism in Modern Turkish Literature",3,6,3,0,4
"LIT 417","Literary Magazines",3,6,3,0,4
"LIT 418","Turkish Literature and Urban Experience",3,6,3,0,4
"LIT 419","Children’s Literature",3,6,3,0,4
"LIT 421","Advanced Literary Theory",3,6,3,0,4
"LIT 422","Literature and Gender",3,6,3,0,4
"LIT 423","Literature and Nationalism",3,6,3,0,4
"LIT 424","Literature and History",3,6,3,0,4
"LIT 425","Literature and Politics",3,6,3,0,4
"LIT 426","Literature, Psychoanalysis and Subjectivity",3,6,3,0,4
"LIT 427","Literature and Law",3,6,3,0,4
"LIT 428",Narratology,3,6,3,0,4
"LIT 429","Literature, Orientalism and Postcolonialism",3,6,3,0,4
"LIT 431","Ghazal in Classical Turkish Literature",3,6,3,0,4
"LIT 432","Qasida in Classical Turkish Literature",3,6,3,0,4
"LIT 433","Masnavi in Classical Turkish Literature",3,6,3,0,4
"LIT 434","Literature and Sufism",3,6,3,0,4
"LIT 435","Allegory in Classical Turkish Literature",3,6,3,0,4
"LIT 436","Gender in Classical Turkish Literature",3,6,3,0,4
"LIT 437","Indian Style in Classical Islamic Literatures",3,6,3,0,4
"LIT 438","Classical Turkish Prose",3,6,3,0,4
"LIT 439","Autobiography and Biography in Classical Islamic Literarures",3,6,3,0,4
"LIT 441","Creative Writing",3,6,1,4,4
"LIT 450","Economics Through Fiction",3,6,3,0,4
"LIT 480","Contemporary Literature and Social Change in Turkey",3,6,0,0,4
"LIT 495","Internship in Turkish Language and Literature",0,6,0,0,4
"MAT 100","Mathematics for Business",4,6,3,2,1
"MAT 103","Calculus I - Differential",4,6,3,2,1
"MAT 104","Calculus II - Integral",4,6,3,2,1
"MAT 205","Doğrusal Cebir",3,5,3,0,2
"MATH 100","Mathematics for Business",4,6,3,0,1
"MATH 101","Calculus for Business",3,5,2,2,1
"MATH 102","Applied Math for Business",3,5,2,2,1
"MATH 103","Calculus I - Differential",4,6,3,2,1
"MATH 104","Calculus II - Integral",4,6,3,2,1
"MATH 205","Linear Algebra",3,5,2,2,2
"MATH 206","Differential Equations",3,4,3,0,2
"MDB 100","Computer Skills",1,2,0,0,1
"MDB 101","Introduction to Programming",3,5,2,2,1
"MDB 102","Programming Practice",3,5,2,2,1
"MDB 105","Introduction to Engineering",1,2,0,0,1
"MDB 244","Malzeme Bilimi",3,5,3,0,2
"MDB 246","Üretim Süreçleri",3,5,3,0,2
"MDB 251","Olasılık Teorisi",3,5,2,2,2
"MDB 252",İstatistik,3,5,2,2,2
"MDB 497","Bitirme Projesi I",2,10,1,2,4
"MDB 498","Bitirme Projesi II",2,10,1,2,4
"ME 200","Summer Practice",0,5,0,0,2
"ME 261",Thermodynamics,3,5,2,2,2
"ME 300","Summer Practice",0,5,0,0,3
"ME 321","System Dynamics and Control",3,0,0,0,3
"ME 331","Machine Design",3,5,2,2,3
"ME 352",Dynamics,3,5,2,2,3
"ME 361","Fluid Mechanics",3,5,2,2,3
"ME 362","Heat Transfer",3,5,2,2,3
"ME 401","Experimental Methods for ME",3,5,2,2,4
"ME 416","Mechanics of Composite Materials",3,5,0,0,4
"ME 419","Introduction to Finite Element Analysis",3,5,0,0,4
"ME 421","Machine Dynamics and Vibrations",3,5,0,0,4
"ME 422","Introduction to Mechatronics Engineering",3,5,0,0,4
"ME 433","Designing Quality Products",3,5,0,0,4
"ME 434","Optimization of Mechanical Systems",3,5,0,0,4
"ME 441","Computer Aided Analysis",3,5,2,2,4
"ME 442","Computer Aided Manufacturing",3,5,0,0,4
"ME 465",Robotics,3,5,0,0,4
"ME 467","Digital Control",3,5,0,0,4
"ME 468","Industrial Automation",3,5,0,0,4
"ME 479","Artificial Neural Networks",3,5,0,0,4
"ME 481","Energy Conversion Systems",3,5,0,0,4
"ME 483","Internal Combustion Engines",3,5,0,0,4
"ME 485","Artificial Intelligence",3,5,0,0,4
"ME 488","Metaheuristic Algorithms",3,5,0,0,4
"ME 493","Special Topics in ME I",3,5,0,0,4
"ME 494","Special Topics in ME II",3,5,0,0,4
"MGRE 101","Modern Greek I",3,5,3,0,1
"MGRE 102","Modern Greek II",3,5,3,0,1
"MGT 100","Introduction to Business",3,3,3,0,1
"MGT 200","Internship I",0,5,0,0,2
"MGT 201","Principles of Management",3,5,3,0,2
"MGT 202","Organizational Behavior",3,5,3,0,2
"MGT 203","Financial Accounting",3,5,3,0,2
"MGT 204","Managerial Accounting",3,5,3,0,2
"MGT 205","Introduction to Statistics",3,5,2,2,2
"MGT 206","Statistical Analysis",3,5,2,2,2
"MGT 207","Business Data Processing and Programming",3,5,3,1,2
"MGT 255","Business Communication",3,5,3,0,2
"MGT 300","Internship II",0,5,0,0,3
"MGT 302","Human Resource Management",3,5,3,0,3
"MGT 303","Financial Management",3,5,3,0,3
"MGT 304","Money and Banking",3,5,3,0,3
"MGT 305","Marketing Management",3,5,3,0,3
"MGT 308","Organization Theory",3,5,3,0,3
"MGT 309","Operations Management",3,5,3,0,3
"MGT 332","Management Information Systems",3,5,3,0,3
"MGT 401","Strategic Management",4,7,3,2,4
"MGT 404","Capital Market and Institutions",3,5,3,0,4
"MGT 410","History of Management Thought",3,5,3,0,4
"MGT 411","Family Business Management",3,5,3,0,4
"MGT 412","Business Simulation",3,5,3,0,4
"MGT 413","Business Ethics and Corporate Social Responsibility",3,5,3,0,4
"MGT 414","Game Theory for Managers",3,5,3,0,4
"MGT 415","Management of NGOs",3,5,3,0,4
"MGT 416","Psychology of Work and Career",3,5,3,0,4
"MGT 417","Special Topics in Consultancy",3,5,3,0,4
"MGT 418","Special Topics in Management",3,5,3,0,4
"MGT 419","Special Topics in Management and Economics",3,5,3,0,4
"MGT 420","Marketing Research",3,5,3,0,4
"MGT 421","Special Topics in Marketing",3,5,3,0,4
"MGT 422","Consumer Behavior",3,5,3,0,4
"MGT 423","Marketing Communications",3,5,3,0,4
"MGT 424","Customer Relationship Management",3,5,3,0,4
"MGT 427","Sustainability and Governance",3,5,3,0,4
"MGT 429","Descriptive Analytics",3,5,3,0,4
"MGT 430","Operations Research",3,5,3,0,4
"MGT 431","Management of Information Systems",3,5,3,0,4
"MGT 432","Project Management",3,5,3,0,4
"MGT 435","Digital Transformation and Innovation",3,5,3,0,4
"MGT 436",Entrepreneurship,3,6,3,0,4
"MGT 438","Interest-Free Banks & Participation Banking System",3,5,3,0,4
"MGT 439","Coaching and Guidance in Business",3,5,3,0,4
"MGT 440","Special Topics in Accounting",3,5,3,0,4
"MGT 441","Tax Law",3,5,3,0,4
"MGT 442","Cost Accounting",3,5,3,0,4
"MGT 446","CO-OP: Cooperative Learning I",3,5,3,0,4
"MGT 448","CO-OP: Cooperative Learning II",3,5,3,0,4
"MGT 449","Risk Management",3,5,3,0,4
"MGT 450","Public Finance",3,5,3,0,4
"MGT 451","Special Topics in Finance",3,5,3,0,4
"MGT 452","Business Research",3,5,3,0,4
"MGT 453","Business Intelligence and Marketing Analytics",4,7,3,2,4
"MGT 457","Research for Honours Student",3,5,3,0,4
"MGT 458","Research and Practice for Honors",3,5,3,0,4
"MGT 459","Narrative Economics and Business",3,5,3,0,4
"MGT 462","Data Oriented Programming",3,5,3,0,4
"MGT 464","Predictive Analytics",3,5,3,0,4
"MIM 101","Design Studio I",6,10,4,4,1
"MIM 102","Design Studio II",6,10,4,4,1
"MIM 103","Communications I",3,5,2,2,1
"MIM 104","Communications II",3,5,2,2,1
"MIM 106","Introduction to Architecture I",3,5,3,0,1
"MIM 201","Design Studio III",6,10,4,4,2
"MIM 202","Design Studio IV",6,10,4,4,2
"MIM 203","Communications III",2,3,1,2,2
"MIM 204","Communications IV",2,3,1,2,2
"MIM 205","Material and Technology I",3,4,2,2,2
"MIM 206","Material and Technology II",3,4,2,2,2
"MIM 207","History and Theory I",3,3,3,0,2
"MIM 208","History and Theory II",3,3,3,0,2
"MIM 209","Structure I",2,2,2,0,2
"MIM 210","Structure II",2,2,2,0,2
"MIM 221","Intersections in Architecture",2,3,2,0,2
"MIM 301","Design Studio V",6,10,4,4,3
"MIM 302","Design Studio VI",6,10,4,4,3
"MIM 303","Conservation and Design",2,3,1,2,3
"MIM 304","City and Design",2,3,2,0,3
"MIM 305","Material and Technology III",3,4,2,2,3
"MIM 306","Material and Technology IV",3,4,2,2,3
"MIM 307","History and Theory III",3,3,3,0,3
"MIM 308","History and Theory IV",3,3,3,0,3
"MIM 309","Summer Internship I",1,2,0,2,3
"MIM 401","Design Studio VII",6,10,4,4,4
"MIM 402","Diploma Project",6,12,4,4,4
"MIM 403","Detail and Design",2,2,2,0,4
"MIM 404","Profession and Practice",3,3,3,0,4
"MIM 405","Introduction to Architecture II",2,2,2,0,4
"MIM 407","Summer Internship II",1,1,0,2,4
"ODP 101","Introduction To Law",2,4,2,0,1
"ODP 201","Behavioral Sciences",2,3,2,0,2
"ODP 202","Business Ethics",2,3,2,0,2
"ODP 203","Occupational Health And Safety",2,3,2,0,2
"ODP 204","First Aid",2,3,2,0,2
"ODP 205","Corporate Communications",2,3,2,0,2
"ODP 206",Entrepreneurship,2,3,2,0,2
"ODP 207","Public Relations",2,3,2,0,2
"ODP 208","New Media",2,3,2,0,2
"ODP 209","Effective Communication Techniques",2,3,2,0,2
"OTM 101","Ottoman Turkish I",3,5,3,0,1
"OTM 102","Ottoman Turkish II",3,5,3,0,1
"OTM 201","Advanced Readings in Ottoman Turkish",3,5,3,0,2
"PERS 101","Persian I",3,5,3,0,1
"PERS 102","Persian II",3,5,3,0,1
"PHIL 101","Logic I",3,5,3,0,1
"PHIL 102","Modern Logic",3,5,3,0,1
"PHIL 103","Philosophical Thinking",3,5,3,0,1
"PHIL 104","Philosophy in Axile Ages",3,5,3,0,1
"PHIL 201","Ancient Philosophy I:Plato",3,5,3,0,2
"PHIL 202","Ancient Philosophy II:Aristo",3,5,3,0,2
"PHIL 203",Epistemology,3,5,3,0,2
"PHIL 204",Ontology,3,5,3,0,2
"PHIL 211",Anthropology,3,5,3,0,2
"PHIL 212","Philosophy of Art/Aesthetic",3,5,3,0,2
"PHIL 213","Chinese Philosophy",3,5,3,0,2
"PHIL 214","Indian Philosophy",3,5,3,0,2
"PHIL 215","Philosophy and Literature",3,5,3,0,2
"PHIL 216","Mysticism and Philosophy",3,5,3,0,2
"PHIL 217","Philosophy of Nature",3,5,3,0,2
"PHIL 218","History of Religion",3,5,3,0,2
"PHIL 219",Mythology,3,5,3,0,2
"PHIL 220","History of Philosopy",3,5,3,0,2
"PHIL 222","Philosophy in Late Antiquity",3,5,3,0,2
"PHIL 223","Advanced Logic",3,5,3,0,2
"PHIL 224","Classical-Aristotelian Logic",3,5,3,0,2
"PHIL 225",Arabic,3,5,3,0,2
"PHIL 226","Early Greek Philosophy",3,5,3,0,2
"PHIL 301","Islamic Thought",3,5,3,0,3
"PHIL 302","Early Modern Philosophy",3,5,3,0,3
"PHIL 303","Arabic/Islamic Philosophy:Ibn Sina",3,5,3,0,3
"PHIL 304","Philosophy of Religion",3,5,3,0,3
"PHIL 305","Latin/Christian Philosophy:Aquinas",3,5,3,0,3
"PHIL 306","History and Philosophy of Science",3,5,3,0,3
"PHIL 311",Eng.Empiricism:Locke&Hume,3,5,3,0,3
"PHIL 312","German Idealism:Fic.&Sch.&Hegel",3,5,3,0,3
"PHIL 313","Topics in Islamic Philosophy",3,5,3,0,3
"PHIL 314",Phenomenology,3,5,3,0,3
"PHIL 315","Philosophy of Language",3,5,3,0,3
"PHIL 316","Selected Philosophical Texts",3,5,3,0,3
"PHIL 317","Contemporary Philosophical Texts",3,5,3,0,3
"PHIL 318",Philosophy&Theology/Kalam,3,5,3,0,3
"PHIL 319",Philosophy&Economics,3,5,3,0,3
"PHIL 321","Philosophy of Mathematics",3,5,3,0,3
"PHIL 322",Philosophy&Psychoanalyses,3,5,3,0,3
"PHIL 401","Modern Philosophy:Kant",3,5,3,0,4
"PHIL 402","Contemporary Philosophy",3,6,3,0,4
"PHIL 403",Ethics,3,5,3,2,4
"PHIL 404","Political Philosophy",3,6,3,0,4
"PHIL 406","Graduate Project",3,6,3,0,4
"PHIL 411","Philosophy of Cognitive Sciences",3,5,3,0,4
"PHIL 412","Philosophy of Natural Sciences",3,6,3,0,4
"PHIL 413",Existentialism,3,5,3,0,4
"PHIL 414",Hermeneutics,3,6,3,0,4
"PHIL 415","Topics in Contemporary Philosophy",3,5,3,0,4
"PHIL 416","Philosophy of Tech./Bioethics",3,6,3,0,4
"PHIL 417","Philosophy of Mind/Nat.of Consciousness",3,5,3,0,4
"PHIL 418","Artificial Intelligence",3,6,3,0,4
"PHIL 419","Contemporary Turkish Thought",3,5,3,0,4
"PHIL 422","Contemporary Islamic Thought",3,6,3,0,4
"PHIL 423","Philosophy Of Cinema",3,5,3,0,4
"PHIL 424","Topics in Analytical Philosophy",3,6,3,0,4
"PHIL 425","Topics in Continental Philosophy",3,5,3,0,4
"PHIL 426","Topics in History of Philosophy",3,6,3,0,4
"PHYS 103","Physics I - Mechanics and Dynamics",4,6,3,2,1
"PHYS 103L","Physics I - Lab",1,1,0,2,1
"PHYS 104","Physics II - Electromagnetics and Modern Physics",4,6,3,2,1
"PHYS 104L","Physics II - Lab",1,1,0,2,1
"POLS 201","Political Science",3,5,3,0,2
"POLS 202","International Relations",3,5,3,0,2
"POLS 203","Classics of Political Thought: The Ancients",3,5,3,0,2
"POLS 204","Classics of Political Thought: The Moderns",3,5,3,0,2
"POLS 205","Emergence of Modern International Order",3,5,3,0,2
"POLS 207","Fundamentals of Law",3,5,3,0,2
"POLS 208","Constitutional Politics",3,5,3,0,2
"POLS 210","Comparative Politics",3,5,3,0,2
"POLS 214","Contemporary International Politics",3,5,3,0,2
"POLS 219","Macro Economics",3,5,3,0,2
"POLS 220","Micro Economics",3,5,3,0,2
"POLS 301","International Law and Organizations",3,6,3,0,3
"POLS 302","Contemporary Political Ideologies",3,7,3,0,3
"POLS 303","Research Methods",3,7,3,0,3
"POLS 305","Political Sociology",3,6,3,0,3
"POLS 308","Comparative Political Systems",3,6,3,0,3
"POLS 312","Ethics and Law",3,6,3,0,3
"POLS 313",Geopolitics,3,6,3,0,3
"POLS 315","Diplomatic Correspondence",3,6,3,0,3
"POLS 316","European Union",3,6,3,0,3
"POLS 317","Comparative Foreign Policy",3,6,3,0,3
"POLS 318","Administrative Structure of Turkey",3,6,3,0,3
"POLS 319","Classical Islamic Political Thought",3,6,3,0,3
"POLS 321","Public Administration",3,6,3,0,3
"POLS 322","Political Parties and Pressure Groups",3,6,3,0,3
"POLS 323","Administrative Law",3,6,3,0,3
"POLS 324","History of Public Administration in Turkey",3,6,3,0,3
"POLS 325","Turkish Constitutional Law",3,6,3,0,3
"POLS 327","Conflicts in the Modern Middle East",3,6,3,0,3
"POLS 328","Theories of International Relations",3,6,3,0,3
"POLS 330","Public Administration in Turkey",3,6,0,0,3
"POLS 339","Islamic Political Thought in The Modern Era",3,6,3,0,3
"POLS 340",Diplomacy,3,6,3,0,3
"POLS 401","Current Issues in Turkish Politics",3,6,3,0,4
"POLS 402","Turkish Foreign Policy",3,6,3,0,4
"POLS 403","International Political Economy",3,6,3,0,4
"POLS 404","Conflict Analysis and Resolution",3,6,3,0,4
"POLS 405","Comparative Political Economy",3,6,3,0,4
"POLS 406","Politics of East Asia",3,6,3,0,4
"POLS 407","China in World Politics",3,6,3,0,4
"POLS 411","Foreign Policy Analysis",3,6,3,0,4
"POLS 412","Nationalism and Ethnicity",3,6,3,0,4
"POLS 413","Issues in State, Politics and Society in Turkey",3,5,3,0,4
"POLS 414","Democratic Theory",3,6,3,0,4
"POLS 415","American Politics",3,6,3,0,4
"POLS 416","Global Governance",3,6,3,0,4
"POLS 417","Politics, Society and State in the Middle East",3,6,3,0,4
"POLS 418",Globalization,3,6,3,0,4
"POLS 419","Russia in World Politics",3,6,3,0,4
"POLS 421","Central Asia in World Politics",3,6,3,0,4
"POLS 422","American Foreign Policy",3,6,3,0,4
"POLS 423","Globalization Citizenship and Multiculturalism",3,6,3,0,4
"POLS 424","Politics, Society and State in the Balkans",3,6,3,0,4
"POLS 427","International Order and Great Power Politics",3,6,3,0,4
"POLS 428","Issues of International Security",3,6,3,0,4
"POLS 429","Human Rights Law",3,6,3,0,4
"POLS 430","Politics of Energy and Sources",3,6,3,0,4
"POLS 432","Islam and Politics",3,6,3,0,4
"POLS 434","Russian Politics",3,6,3,0,4
"POLS 435","Topics in Political Theory",3,6,3,0,4
"POLS 436","Comparative Political Thought",3,6,3,0,4
"POLS 437","Special Topics in Political Science",3,6,3,0,4
"POLS 438","Media and Foreign Policy",3,6,3,0,4
"POLS 439","Globalization and the Muslim World",3,6,3,0,4
"POLS 440","Political Violence and Terrorism",3,6,3,0,4
"POLS 441","Europe and Islam",3,6,3,0,4
"POLS 442","Politics in Eurasia",3,6,3,0,4
"POLS 443","Gender in the Middle East",3,6,3,0,4
"POLS 444","Human Rights in Global Order",3,6,3,0,4
"POLS 446","Europe and the Middle East",3,6,3,0,4
"POLS 448","Africa in World Politics",3,6,3,0,4
"POLS 454","Identity and Nationalism in Modern Turkey",3,6,3,0,4
"POLS 465","Developing World in Global Politics",3,6,3,0,4
"POLS 490","Research and Readings in Political Science and International Relations",3,6,3,0,4
"POLS 491","Research Design in Political Science",3,6,3,0,4
"POLS 493","Turkish-American Relations",3,6,3,0,4
"POLS 495","Internship in Political Science and International Relations",0,6,0,0,4
"PSI 102","Introduction to Psychology",3,5,3,0,1
"PSI 203",Statistics,4,7,3,2,2
"PSI 204","Research Methods",4,8,3,2,2
